name,address,lat,lon,phone,website,date added
Not Milk Espresso,"74 OXFORD ST, DARLINGHURST NSW 2010",-33.87882202,151.21508381,+61434032362,,19/03/2021
Raining Beans cafe,"SHOP 2 58A FLINDERS ST, DARLINGHURST NSW 2010",-33.88262762,151.21765612,+61425044222,,19/03/2021
The Trustee for Taphouse Hotel Darlo Unit Trust,"122 FLINDERS ST, DARLINGHURST NSW 2010",-33.88458163,151.21811715,0280573061,www.taphousedarlo.com.au,19/03/2021
MAD MEX CROWN ST,"SHOP 2 241-247 CROWN ST, DARLINGHURST NSW 2010",-33.87959386,151.21486226,0293317788,madmex.com.au,19/03/2021
SIMPLY HUMMUS BAR,"393 LIVERPOOL ST, DARLINGHURST NSW 2010",-33.87837745,151.22102042,0499310545,www.simplyhummusbar.com,19/03/2021
Bar Tapa Darlinghurst,"78 STANLEY ST, DARLINGHURST NSW 2010",-33.87569844,151.21567618,02 9358 3814,www.bartapa.com.au,19/03/2021
Create Catering,"AUSTRALIAN MUSEUM 1 WILLIAM ST, DARLINGHURST NSW 2010",-33.87433259,151.21346128,0293206321,https://www.no1william.com.au/,19/03/2021
Brick Lane E1,"75 STANLEY ST, DARLINGHURST NSW 2010",-33.875997,151.21534693,0433566766,www.brick-lane.com.au,19/03/2021
SAGRA RESTAURANT,"62 STANLEY ST, DARLINGHURST NSW 2010",-33.87559286,151.2149206,0293605964,Sydneysagra.com.au,19/03/2021
Love Tilly Devine,"91 CROWN LANE, DARLINGHURST NSW 2010 AUSTRALIA",-33.8747034,151.21593711,0293269297,http://lovetillydevine.com/,19/03/2021
JAZUSHI,"143-145 DEVONSHIRE ST, SURRY HILLS NSW 2010",-33.88719766,151.20935604,0296998977,www.jazushi.com.au,19/03/2021
LION CORNER CAFE,"69 COOPER ST, SURRY HILLS NSW 2010",-33.88609021,151.21036837,0296997378,,19/03/2021
The Winery Surry Hills,"285A CROWN ST, SURRY HILLS NSW 2010",-33.88139862,151.21439898,+61(02) 8322 2007,www.thewinerysurryhills.com.au,19/03/2021
"533 Crown Street, Surry Hills, NSW 2010","533 CROWN ST, SURRY HILLS NSW 2010",-33.88982234,151.21288323,+61293196605,,19/03/2021
Eastside QSR Pty Ltd,"497 ELIZABETH ST, SURRY HILLS NSW 2010",-33.88780017,151.2079373,0290430092,,19/03/2021
Top's Kitchen,"377 CROWN ST, SURRY HILLS NSW 2010",-33.88526053,151.2137844,0293317008,www.topskitchen.com.au,19/03/2021
Vacanza Pizzeria Surry Hills,"SHOP 2 414 BOURKE ST, SURRY HILLS NSW 2010",-33.8851144,151.21602047,+610478726881,www.vacanza.com.au,19/03/2021
Paddock on Crown,"UNIT 1 509-511 CROWN ST, SURRY HILLS NSW 2010",-33.8890688,151.21309193,0283992827,,19/03/2021
Dove & Olive Hotel,"156 DEVONSHIRE ST, SURRY HILLS NSW 2010",-33.88712069,151.2101821,0296996001,doveandolive.com.au,19/03/2021
Bourke Street Bakery Surry Hills,"633 BOURKE ST, SURRY HILLS NSW 2010",-33.88941962,151.21487832,+610296665777,www.bourkestreetbakery.com.au,19/03/2021
ELEPHANT JUMP RESTAURANT,"SHOP 3 99 DEVONSHIRE ST, SURRY HILLS NSW 2010",-33.88637141,151.20782626,0406480585,Non,19/03/2021
Four Pillars Laboratory,"406-410 CROWN ST, SURRY HILLS NSW 2010",-33.88437475,151.21449351,0290628430,https://www.fourpillarsgin.com/drinks-lab/visit,19/03/2021
Evening Star Hotel,"8 COOPER ST, SURRY HILLS NSW 2010",-33.88515576,151.20854812,0292818177,https://eveningstarhotel.com.au/,19/03/2021
Surry Hills Brewery,"28 ALBION ST, SURRY HILLS NSW 2010",-33.88187393,151.20957175,+61432593559,https://www.sydneybrewery.com/surry-hills/,19/03/2021
84 534 583 775,"529 ELIZABETH ST, SURRY HILLS NSW 2010",-33.88849573,151.20780002,0293182228,www.zahlirestaurant.com,19/03/2021
Paddock on crown,"UNIT 1 509-511 CROWN ST, SURRY HILLS NSW 2010",-33.8890688,151.21309193,+610451131011,,19/03/2021
Triple Shot,"533 CROWN ST, SURRY HILLS NSW 2010",-33.88982234,151.21288323,02 93196605,,19/03/2021
Presse Cafe ,"TOWER B, SHOP 10, 280 ELIZABETH ST, SURRY HILLS NSW 2010",-33.88264087,151.2092726,0433283543,https://www.facebook.com/pressecafe280,19/03/2021
Chin Chin Sydney,"69 COMMONWEALTH ST, SURRY HILLS NSW 2010",-33.87888797,151.2108074,+61477477684,Chin chin.sydney,19/03/2021
Lil Darlin Surry Hills,"420 ELIZABETH ST, SURRY HILLS NSW 2010",-33.88676427,151.20850582,0280188926,www.lildarlinsurryhills.com.au,19/03/2021
Sticky Fingers ,"23 PELICAN ST, SURRY HILLS NSW 2010",-33.87870197,151.21301025,0283848535,Stickyfingerscafe.com.au,19/03/2021
wandee thai,"1 60-62 FOVEAUX  STREET, SURRY HILLS  NSW 2010 AUSTRALIA",-33.88428678,151.2110414,0292810092,,19/03/2021
Firedoor,"UNIT 1A 23-33 MARY ST, SURRY HILLS NSW 2010",-33.88157278,151.20988784,02 8204 0801,www.firedoor.com.au,19/03/2021
The Trustee for Yulli's Unit Trust,"417 CROWN ST, SURRY HILLS NSW 2010",-33.88635594,151.21355893,0293196609,www.yullis.com.au,19/03/2021
Suzie Q Coffee & Records,"18 HUTCHINSON ST, SURRY HILLS NSW 2010",-33.88465285,151.21765842,0475626590,www.suzieqcoffee.com.au,19/03/2021
Rosie Campbell's,"320 CROWN ST, SURRY HILLS NSW 2010",-33.88102249,151.21503539,0272095469,www.rosiecampbells.com,19/03/2021
H.M PAWLAK & J PAWLAK,"572 CROWN ST, SURRY HILLS NSW 2010",-33.88918781,151.21349242,0296992455,www.alchemy-gmail.com,19/03/2021
THE CLOCK HOTEL,"470 CROWN ST, SURRY HILLS NSW 2010",-33.88641711,151.21407444,0293315333,clockhotel.com.au,19/03/2021
LIL' MISS PIGGY,"SHOP 2 265 CROWN STREET, SURRY HILLS NSW 2010 AUSTRALIA",-33.88030159,151.21465314,0283850156,www.lilmisspiggy.com,19/03/2021
TWO GOOD EGGS,"SHOP 2 144-148 GOULBURN ST, SURRY HILLS NSW 2010",-33.8785593,151.21173432,0292839694,www.twogoodeggs.com.au,19/03/2021
CARRINGTON 565 PTY LIMITED,"563-565 BOURKE ST, SURRY HILLS NSW 2010",-33.88767248,151.21512471,0497952889,http://thecarringtonsydney.com/,19/03/2021
SOULTRAP BAR,"BASEMENT 70-72 CAMPBELL ST, SURRY HILLS NSW 2010",-33.8798631,151.2097048,0452275707,https://www.soultrap.com.au/,19/03/2021
MAGOSUKE SYOTEN PTY. LTD.,"96 FITZROY ST, SURRY HILLS NSW 2010",-33.88550454,151.21694363,0293606753,www.konakara.com.au,19/03/2021
NOODLE STAR,"624 CROWN ST, SURRY HILLS NSW 2010",-33.89037614,151.21330195,02 96991899,,19/03/2021
A.C.N. 632 995 736 PTY LTD,"289 CROWN ST, SURRY HILLS NSW 2010",-33.88189332,151.21438172,0414638056,https://www.facebook.com/eatfuheatfuh,19/03/2021
Kebabs on Cleveland,"SHOP 2  246 CLEVELAND ST, SURRY HILLS NSW 2010",-33.88955832,151.2064111,0283674975,www.kebabsoncleveland.com.au,19/03/2021
Paramount Coffee Project,"78-80 COMMONWEALTH ST, SURRY HILLS NSW 2010",-33.87940902,151.21113979,+61418160833,www.paramountcoffeeproject.com.au,19/03/2021
Al - Rayyan Indian Restaurant,"338-340 ELIZABETH ST, SURRY HILLS NSW 2010",-33.88454699,151.20847682,0292801615,www.al-rayyan.com.au,19/03/2021
Blacksmith surry hills ,"116-118 CHALMERS ST, SURRY HILLS NSW 2010",-33.88673872,151.20697553,+61420824954,Blacksmithsurryhills.com.au,19/03/2021
Goro's,"84-86 MARY ST, SURRY HILLS NSW 2010",-33.88319982,151.20956877,0292120214,goros.com.au,19/03/2021
TOKO SYDNEY,"490 CROWN ST, SURRY HILLS NSW 2010",-33.88673964,151.2140177,0293576100,www.toko-sydney.com,19/03/2021
Nomad Restaurant,"FOSTER HOUSE 16-28 FOSTER ST, SURRY HILLS NSW 2010",-33.87990571,151.2103612,0292803353,www.nomadwine.com.au ,19/03/2021
Beast&Co,"425 BOURKE ST, SURRY HILLS NSW 2010",-33.88289398,151.21608595,0450765188,Www.beastandco.com.au,19/03/2021
Corduroy Cafe 1414,"4-14 FOSTER ST, SURRY HILLS NSW 2010",-33.87973631,151.2104672,0418297834,,19/03/2021
ICHIBANG,"SHOP 2 614-618 CROWN ST, SURRY HILLS NSW 2010",-33.89022601,151.21333674,0296982969,,19/03/2021
ROYAL ALBERT HOTEL,"140 COMMONWEALTH ST, SURRY HILLS NSW 2010",-33.88121744,151.21106719,0292812522,Www.royalalberthotel.com.au,19/03/2021
GORYON SAN,"47 RESERVOIR ST, SURRY HILLS NSW 2010",-33.88146933,151.21024063,0414992228,https://goryon-san.com.au/,19/03/2021
Saigon Summer,"94 WENTWORTH AV, SURRY HILLS NSW 2010",-33.87981657,151.20955758,0283872226,www.saigonsummer.com.au,19/03/2021
The trustee for Ume Trust,"478 BOURKE ST, SURRY HILLS NSW 2010",-33.88710246,151.21558169,02 93807333,www.umeburger.com,19/03/2021
KAN TSUBAKI PTY LTD,"G02 30-34  CHALMERS  STREET, SURRY HILLS  NSW 2010 AUSTRALIA",-33.88503472,151.2074307,0283871148,,19/03/2021
MAYA INDIAN SWEETS CENTRE,"470 CLEVELAND ST, SURRY HILLS NSW 2010",-33.89149164,151.21389286,0296998663,mayavegetarian.com.au,19/03/2021
SURRY HILLS HOTEL,"198-200 ELIZABETH STREET, SURRY HILLS NSW 2010 AUSTRALIA",-33.88004242,151.20928722,0292116888,shgsurryhillshotel.com.au,19/03/2021
Dead Ringer Restaurant & Bar,"413 BOURKE ST, SURRY HILLS NSW 2010",-33.88205823,151.21618718,0290468460,deadringersydney.com,19/03/2021
Pizza Fritta 180 ,"428 CROWN ST, SURRY HILLS NSW 2010",-33.88502935,151.21427132,0291970890,Pizzafritta180.com.au,19/03/2021
Chin Chin Restaurant,"69 COMMONWEALTH ST, SURRY HILLS NSW 2010",-33.87888797,151.2108074,0292813322,https://www.chinchin.sydney/,19/03/2021
Bobbys Corner Surry Hills,Shop 1 418A Elizabeth Street Surry Hills NSW 2010,-33.88641091,151.2087037,,,19/03/2021
DEREK AND NONI TRADING PTY. LTD.,"76 DEVONSHIRE ST, SURRY HILLS NSW 2010",-33.88593646,151.2077751,0292118777,www.devoncafe.com.au,19/03/2021
VIA NAPOLI SURRY HILLS,"628 CROWN ST, SURRY HILLS NSW 2010",-33.89056772,151.21344617,0293101300,Vianapoli.com.au,19/03/2021
SUSHI TRAIN SURRY HILLS STATION,"SHOP1 81 FOVEAUX STREET, SURRY HILLS NSW 2010 AUSTRALIA",-33.88469966,151.2107915,0283877485,,19/03/2021
MV Pasta & Wine Bar,"397 CROWN ST, SURRY HILLS NSW 2010",-33.88569539,151.2137552,0293573366,www.mv.wine,19/03/2021
PIZZA AUTENTICO SURRY PTY LTD,"15 BRISBANE ST, SURRY HILLS NSW 2010",-33.87790111,151.21217011,0292679992,www.pizzaautentico.com.au,19/03/2021
Paramount Coffee Project,"80 COMMONWEALTH ST, SURRY HILLS NSW 2010 AUSTRALIA",-33.87940902,151.21113979,0292111122,www.paramountcoffeeproject.com.au,19/03/2021
Cuckoo Callay,"413-415 CROWN ST, SURRY HILLS NSW 2010",-33.88629013,151.21356051,028399 3679,https://www.cuckoo-callay.com.au/,19/03/2021
Blacksmith Coffee Surry Hills,"116-118 CHALMERS ST, SURRY HILLS NSW 2010",-33.88673872,151.20697553,0296900103,Www.blacksmithsurryhills.com.au,19/03/2021
Trinity Bar,"505 CROWN ST, SURRY HILLS NSW 2010",-33.88856602,151.2131492,0293196802,www.trinitybar.com.au,19/03/2021
FRY&GRILL,"SHOP 2 414-418 ELIZABETH ST, SURRY HILLS NSW 2010",-33.8862319,151.20853669,0280576912,,19/03/2021
HENRIETTA CHARCOAL CHICKEN,"500 CROWN ST, SURRY HILLS NSW 2010",-33.88727992,151.21389382,02 9380 7247,https://www.henriettachicken.com/,19/03/2021
Butter Sydney,"6 HUNT ST, SURRY HILLS NSW 2010",-33.87983981,151.21115823,02 8283 9146,www.butterydney.com.au,19/03/2021
TOKKI SH PTY LTD,"COMMERCIAL GRAPHICS 44A FOVEAUX ST, SURRY HILLS NSW 2010",-33.88410688,151.21063341,0292803637,https://www.tokki.net.au/,19/03/2021
Four Flavours Pty Limited,"SHOP 4 118 DEVONSHIRE STREET, SURRY HILLS NSW 2010 AUSTRALIA",-33.8866804,151.20919003,02 96998813,N/A,19/03/2021
JANE ZHEN ZHANG & BILL BIAO FAN,"638A CROWN ST, SURRY HILLS NSW 2010",-33.8907354,151.21323994,0296998482,,19/03/2021
Claire's Kitchen at Le Salon,"35 OXFORD ST, SURRY HILLS NSW 2010",-33.8779321,151.21312119,0292831891,www.claireskitchen.com.au,19/03/2021
Bourke Street Bakery Potts Point,"46A MACLEAY ST, ELIZABETH BAY NSW 2011",-33.87127536,151.22552867,+610296665777,www.bourkestreetbakery.com.au,19/03/2021
BLOODY MARY'S NSW PTY LTD,"TOWER BUILDING 2 ELIZABETH BAY RD, ELIZABETH BAY NSW 2011",-33.87241341,151.22606531,0293605568,www.bloodymaryssydney.com.au,19/03/2021
The Sydney Connection,"UNIT 16 29 ELIZABETH BAY RD, ELIZABETH BAY NSW 2011",-33.87257622,151.22738262,0419002430,https://www.thesydneyconnection.com.au,19/03/2021
SHUK ELIZABETH BAY PTY LTD,"61-69 ROSLYN GDNS, ELIZABETH BAY NSW 2011",-33.87409381,151.22672103,0413236712,https://www.shuk.com.au,19/03/2021
MAGGIES AT POTTS POINT,"SHOP 7 50-58 MACLEAY ST, ELIZABETH BAY NSW 2011",-33.87190662,151.22534993,0293312226,https://www.maggiespottspoint.com.au,19/03/2021
Melo's Italian,"22 ROCKWALL CR, POTTS POINT NSW 2011",-33.86952584,151.22490313,0295396830,www.melositalian.com.au,19/03/2021
melted monster,"SHOP 1 146 VICTORIA ST, POTTS POINT NSW 2011",-33.8722586,151.22304211,0283541306,www.facebook.com/meltedmonster,19/03/2021
BADA BING NIGHT SPOT,"70A DARLINGHURST RD, POTTS POINT NSW 2011",-33.87462074,151.22309992,02 93312696,www.badabingnightspot.com,19/03/2021
YAKITORI CHACOBAR,"186 VICTORIA ST, POTTS POINT NSW 2011",-33.87337447,151.22276513,0285934567,chacobar.com.au,19/03/2021
FRIGGITORIA PTY. LTD.,"12 BAYSWATER RD, POTTS POINT NSW 2011",-33.87469716,151.22297674,0415796575,www.friggitoria.com.au,19/03/2021
Thairock,"28 BAYSWATER RD, POTTS POINT NSW 2011",-33.87484741,151.22413202,+61288657808,www.thairock.com.au,19/03/2021
ET AL POTTS POINT PTY LTD,"SHOP 7 24-30 SPRINGFIELD AV, POTTS POINT NSW 2011",-33.8729463,151.2240645,0280186722,www.etalrestaurant.com,19/03/2021
RIA PIZZA & WINE,"71 MACLEAY ST, POTTS POINT NSW 2011",-33.86936983,151.22522899,0280809640,www.riapizza.com.au,19/03/2021
JUNAIDI DJIN,"48 LLANKELLY PL, POTTS POINT NSW 2011",-33.87273085,151.22438608,0402310189,,19/03/2021
INDIAN MASALA FOOD POTTS POINT,"SHOP 6 23 DARLINGHURST RD, POTTS POINT NSW 2011",-33.87323106,151.22407668,02 9331 2730,,19/03/2021
Kings Cross,"45-47 DARLINGHURST RD, POTTS POINT NSW 2011",-33.87356103,151.22345216,+61293584400,,19/03/2021
Joseph Hyde,"36 LLANKELLY PL, POTTS POINT NSW 2011",-33.87286907,151.22448538,0419568473,www.josephhyde.co,19/03/2021
Zinc Cafe Potts Pt,"SHOP 2 77 MACLEAY ST, POTTS POINT NSW 2011",-33.86993586,151.22493397,0490843289,,19/03/2021
New Hampton Hotel,"HAMPTON COURT 9-15 BAYSWATER RD, POTTS POINT NSW 2011",-33.87528548,151.22308952,+610293311188,www.newhampton.com.au,19/03/2021
RIAMI RYTHMI PTY LTD,"2 67 LOT 6 DARLINGHURST RD, POTTS POINT NSW 2011",-33.87385158,151.2231402,0402915065,,19/03/2021
Star Corner Espresso & Bakery,"23 DARLINGHURST RD, POTTS POINT NSW 2011",-33.87323106,151.22407668,0425551633,,19/03/2021
ChacoBar Potts ,"186 VICTORIA ST, POTTS POINT NSW 2011",-33.87337447,151.22276513,+610285934567,www.chacobar.com.au,19/03/2021
The Wonderland Bar,"24 BAYSWATER RD, POTTS POINT NSW 2011",-33.87481133,151.22388604,+61478452590,www.thewonderlandbar.com,19/03/2021
sonora mexican,"37 BAYSWATER RD, POTTS POINT NSW 2011",-33.87536671,151.2242203,02 9160 9712,https://sonora-mexican.com.au/,19/03/2021
KINGS CROSS THEATRE,"244 WILLIAM ST, POTTS POINT NSW 2011",-33.87496148,151.22188675,0293319900,kingscrosshotel.com.au,19/03/2021
McDonald's Kings Cross,"45-47 DARLINGHURST RD, POTTS POINT NSW 2011",-33.87356103,151.22345216,+610293584400,,19/03/2021
Chula Sydney,"SHOP 7 19-33 BAYSWATER RD, POTTS POINT NSW 2011",-33.87530356,151.223794,02 9331 0126,www.chula.com.au,19/03/2021
Dulcie's Kings Cross,"BASEMENT 44 DARLINGHURST ROAD, POTTS POINT NSW 2011 AUSTRALIA",-33.87392764,151.2237763,+61425013336,www.dulcieskingscross.com.au,19/03/2021
Tuyo Potts Point,"142 VICTORIA ST, POTTS POINT NSW 2011",-33.87214545,151.22306369,0430880601,,19/03/2021
Sopra Potts Point,"UNIT 4 65-65B MACLEAY ST, POTTS POINT NSW 2011",-33.86913092,151.22535876,02 7906 8388,www.barsopra.com.au,19/03/2021
CAFFE ROMA,"UNIT 1 9 KELLETT ST, POTTS POINT NSW 2011",-33.87448143,151.22411088,0293583578,www.cafferoma.com.au,19/03/2021
NEW HAMPTON PTY LIMITED,"HAMPTON COURT 9-15 BAYSWATER RD, POTTS POINT NSW 2011",-33.87528548,151.22308952,0293311188,www.newhampton.com.au,19/03/2021
Nung Len,"89 MACLEAY ST, POTTS POINT NSW 2011",-33.87116455,151.22488294,0293312255,nunglen.com.au,19/03/2021
Cafe Hernandez,"60 KINGS CROSS RD, RUSHCUTTERS BAY NSW 2011",-33.87610544,151.22539176,+610293312343,Www.cafehernandez.com.au,19/03/2021
BAYSWATER KITCHENETTE,"SHOP 1 51-57 BAYSWATER ROAD, RUSHCUTTERS BAY NSW 2011 AUSTRALIA",-33.87552326,151.22467883,0400000000,https://bayswaterkitchenette.com/,19/03/2021
cafe black bay,"86-88 BAYSWATER RD, RUSHCUTTERS BAY NSW 2011",-33.8760875,151.22814296,0466 380 701,www.cafegreenbay.com.au,19/03/2021
CAFE HERNANDEZ PTY LTD,"60 KINGS CROSS RD, RUSHCUTTERS BAY NSW 2011",-33.87610544,151.22539176,0293312343,www.cafehernandez.com.au,19/03/2021
Kingsleys Woolloomooloo,,,,+61(02) 8322 2090,www.kingsleyssydney.com.au,19/03/2021
The Old Fitzroy,"129 DOWLING ST, WOOLLOOMOOLOO NSW 2011",-33.87311262,151.22053799,0283173057,www.oldfitzroy.com.au,19/03/2021
Vizio Caffe e Cucina,"SHOP 1 52-58 WILLIAM ST, WOOLLOOMOOLOO NSW 2011",-33.87374384,151.21486027,0293582231,Viziocc.com.au,19/03/2021
THE TRUSTEE FOR OTTO SYDNEY UNIT TRUST,"UNIT 8 6 COWPER WHARF ROADWAY, WOOLLOOMOOLOO NSW 2011",-33.865995,151.2219935,0293687429,,19/03/2021
Hungry Jacks  Pty Ltd,"LEVEL 6 100 WILLIAM ST, WOOLLOOMOOLOO NSW 2011",-33.87408192,151.21682749,+61291952751,www.hungryjacks.com.au,19/03/2021
Riley St Garage,"55 RILEY ST, WOOLLOOMOOLOO NSW 2011",-33.87363379,151.21526859,+61293269055,www.parlourgroup.com.au,19/03/2021
TOKI ITALIAN INSPIRED PTY LTD,"CROWN GARDENS 63 CROWN ST, WOOLLOOMOOLOO NSW 2011",-33.87319335,151.2160696,0430574888,https://tokiitalianinspired.com.au,19/03/2021
FRISCO HOTEL,"46 DOWLING ST, WOOLLOOMOOLOO NSW 2011",-33.87011479,151.22169297,0293571800,https://www.thefriscohotel.com.au,19/03/2021
The grumpy barista,"34 HENDERSON RD, ALEXANDRIA NSW 2015",-33.89729545,151.19767255,02 96901791,www.thegrumpybarista.com.au,19/03/2021
Bourke Street Bakery Alexandria,"474 GARDENERS RD, ALEXANDRIA NSW 2015",-33.92085315,151.1938386,+610296665777,www.bourkestreetbakery.com.au,19/03/2021
The Grumpy Barista ,"34 HENDERSON RD, ALEXANDRIA NSW 2015",-33.89729545,151.19767255,+610411510030,www.the grumpy barista.com.au,19/03/2021
The Glenroy Hotel ,"246 BOTANY RD, ALEXANDRIA NSW 2015",-33.902387,151.20141658,0280545038,,19/03/2021
TERRA COTTA ROASTERS,"5-7 HENDERSON RD, ALEXANDRIA NSW 2015",-33.89658823,151.19862698,+61411396470,www.terracottaroasters.com,19/03/2021
ZERA FOOD & CO,"SHOP 1 68 MCEVOY ST, ALEXANDRIA NSW 2015",-33.90186365,151.20071782,029184 9918,https://order.hungryhungry.com/zerafoodco/menu,19/03/2021
COOH BOURKE ROAD ALEXANDRIA ,"90-96 BOURKE RD, ALEXANDRIA NSW 2015",-33.91161682,151.19551547,+610290021333,www.bourkeroad.cooh.com.au,19/03/2021
IRON DUKE HOTEL,"IRON DUKE HOTEL 220 BOTANY RD, ALEXANDRIA NSW 2015",-33.9017465,151.20098069,02 8006 3313,www.ironduke.com.au,19/03/2021
BRUNCH & CO CAFE PTY LIMITED,"34-36 MITCHELL RD, ALEXANDRIA NSW 2015",-33.8995077,151.19466867,0296990088,,19/03/2021
KRUNCH@DOMAYNE,"84 O'RIORDAN ST, ALEXANDRIA NSW 2015",-33.91798497,151.1944556,0283390515,http://www.krunchcafe.com.au/,19/03/2021
Pino's Vino e Cucina,"199 LAWRENCE ST, ALEXANDRIA NSW 2015",-33.90547671,151.19094634,0295502789,www.pinosvinoecucina.com.au,19/03/2021
Alexandria,"78 O'RIORDAN ST, ALEXANDRIA NSW 2015",-33.9171582,151.1949663,+61492907215,www.lennybriskets.com.au,19/03/2021
Sushi Jones,"SHOP 8 2-10 FOUNTAIN  STREET, ALEXANDRIA NSW 2015 AUSTRALIA",-33.90257795,151.1948025,0295505166,www.artarmonjoint.com,19/03/2021
Parkview Hotel ,"PARK VIEW HOTEL 178-180 MITCHELL RD, ALEXANDRIA NSW 2015",-33.90314248,151.19143832,0295571924,www.parkviewhotel.net.au,19/03/2021
SAVEBA HOSPITALITY PTY LTD,"24-32 O'RIORDAN ST, ALEXANDRIA NSW 2015",-33.91021569,151.19906955,0475838106,www.lamericano.com.au,19/03/2021
MEXICO LATTE,"2A MANDIBLE STREET, ALEXANDRIA NSW 2015 AUSTRALIA",-33.90411211,151.20130399,0491275843,www.mexicolatte.com.au,19/03/2021
THE GROUNDS OF ALEXANDRIA (TRADING) PTY LTD,"2 HUNTLEY ST, ALEXANDRIA NSW 2015",-33.91099901,151.19379281,0296992225,https://thegrounds.com.au/,19/03/2021
Eat Fuh Eveleigh,B2S002 1 Locomotive st,,,+610414638056,https://www.facebook.com/eatfuheatfuh,19/03/2021
Egg Of The Universe,"2 DAVY RD, EVELEIGH NSW 2015",-33.89666756,151.1954277,0298103146,www.eggoftheuniverse.com,19/03/2021
RARA CHAN - TENANCY 6,"UNLEASED AREA 1 LOCOMOTIVE ST, EVELEIGH NSW 2015",-33.89558122,151.19581206,+61402453951,WWW.RARARAMEN.COM.AU,19/03/2021
TOBY'S ESTATE ATP,"SHOP 13 2 CENTRAL  AVENUE, EVELEIGH NSW 2015 AUSTRALIA",,,0450805485,WWW. AMAHOSPITALITY.COM.AU,19/03/2021
Tudor Hotel Redfern,"90 PITT ST, REDFERN NSW 2016",-33.89258843,151.2036669,0293104314,www.tudorhotel.com.au,19/03/2021
Gibbons Street Cafe ,"7-9 GIBBONS ST, REDFERN NSW 2016",-33.89273856,151.199441,+610406937496,https://gibbons-street-cafe.business.site/,19/03/2021
Scouts Honor,"118 GEORGE ST, REDFERN NSW 2016",-33.89296066,151.20183566,0421203382,,19/03/2021
blue brew cafe,"95 REDFERN ST, REDFERN NSW 2016",-33.89292233,151.20364416,+61448821109,,19/03/2021
KINHBOY,"SHOP E 66 REGENT  STREET, REDFERN NSW 2016 AUSTRALIA",,,0283990535,www.kinhboy.com.au,19/03/2021
Misfits Redfern,"106 GEORGE STREET, REDFERN NSW 2016 AUSTRALIA",-33.89270894,151.20193165,0293181497,misfitsredfern.com.au,19/03/2021
Bistro St Jacques,"96 PITT ST, REDFERN NSW 2016",-33.89311168,151.20360722,0478705704,www.bistrostjacques.com.au,19/03/2021
TONGTONGHOME PTY LTD,"3 93 REDFERN STREET, REDFERN NSW 2016 AUSTRALIA",-33.89310106,151.2043612,0448821109,,19/03/2021
URBAN PICCOLO,"137 REGENT ST, REDFERN NSW 2016",-33.89361879,151.20008551,02 8065 6042,,19/03/2021
WILD FLOUR CAFE PTY LIMITED,"156 ABERCROMBIE ST, REDFERN NSW 2016",-33.88930686,151.19849935,0414 493 972,Www.wildflourcafe.com.au,19/03/2021
K.P CHENG & W.S CHENG,"REDFERN RSL CLUB 159 REDFERN ST, REDFERN NSW 2016",-33.89232005,151.19974488,0405135168,,19/03/2021
SHEEP 8 PTY LIMITED,"229 CHALMERS STREET, REDFERN NSW 2016 AUSTRALIA",-33.89217171,151.20539654,0296982077,https://www.woolpack.com.a,19/03/2021
HAPPY D'S,"169 REGENT STREET, REDFERN NSW 2016 AUSTRALIA",-33.89422212,151.19978344,+61414508206,www.happyds.com.au,19/03/2021
La Coppola Woodfired Pizza,"152 REDFERN ST, REDFERN NSW 2016",-33.89239401,151.20199282,0296998450,lacoppola.com.au,19/03/2021
ST JUDES COFFEE CO PTY LTD,"728 BOURKE ST, REDFERN NSW 2016",-33.89431553,151.21411608,0283949689,http://www.stjudescafe.com.au/,19/03/2021
DONUT PAPI SYDNEY PTY LTD,"34A REDFERN ST, REDFERN NSW 2016",-33.89300025,151.20717202,0432610546,DONUTPAPI.COM,19/03/2021
BAR CLEVELAND,"433 CLEVELAND ST, REDFERN NSW 2016",-33.89188377,151.21414467,0296981908,Barcleveland.com.au,19/03/2021
JC EDOXA PTY. LTD.,"7-9 GIBBONS ST, REDFERN NSW 2016",-33.89273856,151.199441,02 9310 3132,,19/03/2021
Fernside Coffee Shoppe,"401B CLEVELAND ST, REDFERN NSW 2016",-33.89178509,151.21283558,0419602946,,19/03/2021
JUAN Bowl & Tea,"UNIT 5 94 PITT ST, REDFERN NSW 2016",-33.89303347,151.20355491,0449999034,https://www.facebook.com/juanbowlandtea/,19/03/2021
Wah Wah Lounge Cafe,"UNIT 2 1 DANKS ST, WATERLOO NSW 2017",-33.89797159,151.21003649,0400342982,wahwahloungecafe@gmail.com,19/03/2021
Double At Waterloo,"SHOP 1 830 BOURKE STREET, WATERLOO NSW 2017 AUSTRALIA",-33.90106281,151.20994329,0291943770,www.thedouble.com.au,19/03/2021
Double At Waterloo,"Shop 1, 830 Bourke Street, Waterloo NSW 2017",,,+610452663977,www.thedouble.com.au,19/03/2021
Take Sushi & Japanese Cuisine,"SHOP 1C 8 ALLEN ST, WATERLOO NSW 2017",-33.90284316,151.20270077,0293195565,www.takesushiwaterloo.com.au,19/03/2021
Thailicious Sydney,"CAMEO 7 POTTER ST, WATERLOO NSW 2017",-33.89977136,151.21287051,0296985550,,19/03/2021
McDonald's Waterloo,"183 BOTANY RD, WATERLOO NSW 2017",-33.9016564,151.20179649,+61418516759,https://mcdonalds.com.au,19/03/2021
